Dia;Temperatura_C;Umidade_RH;Maquina
16;11,0;55,5;RS1-070
16;11,1;55,0;RS1-070
16;10,8;55,5;RS1-070
16;11,3;56,5;RS1-070
16;11,8;53,5;RS1-070
16;11,4;55,0;RS1-070
16;10,9;56,0;RS1-070
16;10,5;58,0;RS1-070
16;11,4;60,0;RS1-080
16;10,7;61,0;RS1-080
16;11,2;58,5;RS1-080
16;10,9;60,0;RS1-080
16;10,9;60,5;RS1-080
16;11,2;60,5;RS1-080
16;11,7;60,5;RS1-080
16;10,7;62,0;RS1-080
16;10,9;60,5;RS1-080
16;11,2;61,0;RS1-080
16;10,1;62,5;RS1-080
16;11,9;61,5;RS1-080
16;11,2;65,5;RS1-080
16;11,4;61,5;RS1-080
16;11,0;60,0;RS1-080
16;10,7;60,5;RS1-080
16;10,4;61,5;RS1-080
16;10,9;62,5;RS1-080
16;11,4;61,0;RS1-080
16;10,7;60,5;RS1-080
16;10,4;60,5;RS1-080
16;10,7;61,0;RS1-080
16;10,9;58,5;RS1-080
16;10,6;58,5;RS1-080
16;11,0;62,0;RS1-080
16;10,5;61,0;RS1-080
16;10,8;58,5;RS1-080
16;10,4;58,5;RS1-080
16;10,7;59,0;RS1-080
16;11,1;58,5;RS1-080
16;11,0;59,5;RS1-080
16;10,2;60,0;RS1-080
16;9,9;61,0;RS1-080
16;10,7;62,0;RS1-090
16;10,2;61,0;RS1-090
16;10,3;59,5;RS1-090
16;10,3;61,0;RS1-090
16;10,2;61,5;RS1-090
16;10,7;60,5;RS1-090
16;10,8;62,0;RS1-090
16;10,1;61,5;RS1-090
16;10,2;61,5;RS1-090
16;11,5;62,0;RS1-090
16;10,1;60,5;RS1-090
16;11,7;61,5;RS1-090
16;10,8;66,0;RS1-090
16;11,3;61,0;RS1-090
16;10,3;60,0;RS1-090
16;9,8;61,0;RS1-090
16;9,7;62,5;RS1-090
16;10,4;63,0;RS1-090
16;10,9;62,5;RS1-090
16;10,0;61,0;RS1-090
16;9,8;61,5;RS1-090
16;10,2;61,5;RS1-090
16;10,1;59,0;RS1-090
16;10,1;59,0;RS1-090
16;10,7;63,0;RS1-090
16;10,1;61,0;RS1-090
16;10,2;58,5;RS1-090
16;9,8;59,0;RS1-090
16;10,1;59,5;RS1-090
16;10,5;59,0;RS1-090
16;10,4;61,0;RS1-090
16;9,5;61,0;RS1-090
16;9,3;62,0;RS1-090
16;12,0;54,7;RS1-180
16;12,1;55,6;RS1-180
16;12,2;55,4;RS1-180
16;12,2;56,1;RS1-180
16;12,2;55,8;RS1-180
16;12,2;57,0;RS1-180
16;12,0;57,2;RS1-180
16;11,7;58,7;RS1-180
16;12,0;57,4;RS1-180
16;12,2;57,1;RS1-180
16;11,7;57,8;RS1-180
16;12,3;59,3;RS1-180
16;11,7;59,6;RS1-180
16;12,0;58,1;RS1-180
16;12,1;56,9;RS1-180
16;11,9;56,9;RS1-180
16;11,9;57,3;RS1-180
16;11,9;58,4;RS1-180
16;11,3;58,5;RS1-180
16;11,3;59,1;RS1-180
16;11,3;57,4;RS1-180
16;11,2;57,3;RS1-180
16;11,2;56,8;RS1-180
16;11,7;58,0;RS1-180
16;11,0;58,0;RS1-180
16;10,8;58,2;RS1-180
16;11,0;56,9;RS1-180
16;11,2;57,3;RS1-180
16;11,5;55,8;RS1-180
16;11,9;55,2;RS1-180
16;10,9;57,6;RS1-180
16;10,8;59,1;RS1-180
16;11,0;57,3;RS1-180
16;12,0;58,0;RS1-190
16;11,4;58,5;RS1-190
16;11,7;56,9;RS1-190
16;11,5;57,6;RS1-190
16;11,5;58,9;RS1-190
16;11,9;57,3;RS1-190
16;12,0;58,9;RS1-190
16;11,3;59,3;RS1-190
16;11,4;59,1;RS1-190
16;12,3;58,5;RS1-190
16;11,5;58,7;RS1-190
16;12,3;59,8;RS1-190
16;11,7;63,2;RS1-190
16;12,0;58,8;RS1-190
16;11,4;58,2;RS1-190
16;0,0;6,8;RS1-190
16;11,1;59,4;RS1-190
16;11,5;59,1;RS1-190
16;11,5;59,5;RS1-190
16;11,3;58,4;RS1-190
16;11,2;58,7;RS1-190
16;11,1;58,2;RS1-190
16;11,3;56,0;RS1-190
16;11,3;55,8;RS1-190
16;11,3;59,7;RS1-190
16;10,9;58,4;RS1-190
16;11,1;56,2;RS1-190
16;11,1;56,5;RS1-190
16;11,3;56,0;RS1-190
16;11,7;54,9;RS1-190
16;11,4;58,4;RS1-190
16;10,6;58,0;RS1-190
16;10,5;59,0;RS1-190
16;11,1;59,0;RS1-002
16;10,7;60,0;RS1-002
16;10,7;60,0;RS1-002
16;11,2;61,5;RS1-002
16;11,0;60,0;RS1-002
16;10,7;60,5;RS1-002
16;10,8;61,0;RS1-002
16;11,3;62,0;RS1-002
16;10,7;60,5;RS1-002
16;10,5;60,5;RS1-002
16;10,5;60,0;RS1-002
16;10,6;59,0;RS1-002
16;11,8;59,0;RS1-002
16;10,4;60,0;RS1-002
16;10,4;59,0;RS1-002
16;10,5;58,0;RS1-002
16;11,5;58,0;RS1-002
16;11,7;57,0;RS1-002
16;11,8;55,5;RS1-002
16;11,4;55,5;RS1-002
16;11,6;56,5;RS1-002
16;11,5;56,0;RS1-002
16;11,4;55,0;RS1-002
16;11,4;54,0;RS1-002
16;11,9;54,5;RS1-002
16;10,1;57,5;RS1-002
16;10,1;58,0;RS1-002
16;10,2;57,5;RS1-002
17;11,3;56,5;RS1-002
17;11,8;55,5;RS1-002
17;11,6;54,5;RS1-002
17;11,8;54,5;RS1-002
17;11,6;56,5;RS1-002
17;11,3;55,5;RS1-002
17;10,4;57,5;RS1-002
17;10,4;57,5;RS1-002
17;11,4;57,5;RS1-002
17;11,8;56,5;RS1-002
17;11,2;56,0;RS1-002
17;11,0;56,0;RS1-002
17;11,3;56,5;RS1-002
17;11,7;56,0;RS1-002
17;10,5;57,0;RS1-002
17;10,7;57,0;RS1-002
17;11,7;57,5;RS1-002
17;11,9;57,0;RS1-002
17;11,9;55,5;RS1-002
17;11,9;54,5;RS1-002
17;11,5;55,5;RS1-002
16;11,8;59,5;RS1-010
16;11,2;60,0;RS1-010
16;11,1;60,0;RS1-010
16;11,1;60,0;RS1-010
16;11,9;60,0;RS1-010
16;11,2;60,5;RS1-010
16;11,3;60,5;RS1-010
16;11,2;61,5;RS1-010
16;11,7;60,5;RS1-010
16;11,7;58,0;RS1-010
16;11,7;57,5;RS1-010
16;11,7;57,0;RS1-010
16;12,1;59,5;RS1-010
16;11,0;59,0;RS1-010
16;10,9;59,0;RS1-010
16;10,9;59,0;RS1-010
16;11,4;60,5;RS1-010
16;11,1;59,0;RS1-010
16;11,1;58,5;RS1-010
16;10,9;58,5;RS1-010
16;11,5;60,5;RS1-010
16;10,8;59,0;RS1-010
16;10,8;58,5;RS1-010
16;10,9;57,5;RS1-010
16;11,8;58,5;RS1-010
16;10,6;58,5;RS1-010
16;10,6;58,5;RS1-010
16;10,6;58,0;RS1-010
17;11,5;59,5;RS1-010
17;11,7;57,0;RS1-010
17;11,5;56,5;RS1-010
17;11,6;56,0;RS1-010
17;11,4;58,5;RS1-010
17;12,0;57,0;RS1-010
17;10,8;58,0;RS1-010
17;10,9;58,0;RS1-010
17;10,9;60,0;RS1-010
17;11,2;58,5;RS1-010
17;10,6;59,0;RS1-010
17;10,6;59,0;RS1-010
17;10,8;61,0;RS1-010
17;11,3;58,0;RS1-010
17;10,7;58,0;RS1-010
17;10,8;58,5;RS1-010
17;11,0;60,0;RS1-010
17;11,2;59,0;RS1-010
17;11,2;59,0;RS1-010
17;11,2;58,0;RS1-010
17;11,5;59,0;RS1-010
16;12,0;58,0;RS1-020
16;11,3;57,5;RS1-020
16;11,2;57,0;RS1-020
16;11,4;56,5;RS1-020
16;11,7;56,5;RS1-020
16;11,4;56,5;RS1-020
16;11,7;56,5;RS1-020
16;11,4;57,0;RS1-020
16;11,7;57,5;RS1-020
16;11,6;56,5;RS1-020
16;11,5;56,5;RS1-020
16;11,5;56,0;RS1-020
16;12,2;58,0;RS1-020
16;11,4;58,0;RS1-020
16;11,1;57,5;RS1-020
16;11,0;56,5;RS1-020
16;11,1;57,5;RS1-020
16;11,5;57,0;RS1-020
16;11,4;56,5;RS1-020
16;11,2;56,0;RS1-020
16;11,2;57,0;RS1-020
16;11,4;57,0;RS1-020
16;11,2;56,0;RS1-020
16;11,3;55,0;RS1-020
16;11,5;56,0;RS1-020
16;11,0;57,0;RS1-020
16;10,9;57,5;RS1-020
16;10,8;57,5;RS1-020
17;11,2;57,0;RS1-020
17;11,8;55,5;RS1-020
17;11,4;56,0;RS1-020
17;11,7;55,5;RS1-020
17;11,3;57,0;RS1-020
17;12,1;56,5;RS1-020
17;11,1;57,0;RS1-020
17;11,1;57,5;RS1-020
17;11,2;57,5;RS1-020
17;12,0;56,5;RS1-020
17;11,0;58,0;RS1-020
17;10,8;58,0;RS1-020
17;10,9;58,0;RS1-020
17;11,9;56,5;RS1-020
17;11,1;57,0;RS1-020
17;11,1;57,0;RS1-020
17;11,4;58,0;RS1-020
17;11,9;57,5;RS1-020
17;11,7;57,0;RS1-020
17;11,8;56,5;RS1-020
17;11,9;57,0;RS1-020
16;12,0;56,5;RS1-030
16;11,8;57,0;RS1-030
16;11,9;56,0;RS1-030
16;11,9;55,5;RS1-030
16;11,9;56,5;RS1-030
16;11,8;57,5;RS1-030
16;11,7;58,0;RS1-030
16;11,9;59,0;RS1-030
16;11,8;58,0;RS1-030
16;11,9;56,0;RS1-030
16;11,8;55,5;RS1-030
16;11,8;55,0;RS1-030
16;12,0;57,0;RS1-030
16;11,6;56,5;RS1-030
16;11,7;54,5;RS1-030
16;11,6;54,5;RS1-030
16;12,0;54,5;RS1-030
16;11,9;54,5;RS1-030
16;11,9;54,5;RS1-030
16;11,7;54,0;RS1-030
16;11,8;55,0;RS1-030
16;11,4;56,0;RS1-030
16;11,5;53,5;RS1-030
16;11,9;52,0;RS1-030
16;11,7;54,5;RS1-030
16;10,9;56,5;RS1-030
16;11,2;55,0;RS1-030
16;11,4;54,5;RS1-030
17;11,5;54,5;RS1-030
17;12,0;53,5;RS1-030
17;11,1;55,5;RS1-030
17;11,9;53,0;RS1-030
17;10,9;55,5;RS1-030
17;12,3;54,0;RS1-030
17;11,6;55,5;RS1-030
17;11,3;55,5;RS1-030
17;11,4;55,5;RS1-030
17;12,0;55,0;RS1-030
17;11,4;55,5;RS1-030
17;11,2;55,0;RS1-030
17;11,1;-1,0;RS1-030
17;12,1;54,0;RS1-030
17;11,7;55,5;RS1-030
17;11,7;54,5;RS1-030
17;11,6;55,5;RS1-030
17;12,1;55,5;RS1-030
17;12,1;54,0;RS1-030
17;12,4;53,5;RS1-030
17;12,1;54,5;RS1-030
16;11,4;58,0;RS1-040
16;11,2;61,0;RS1-040
16;11,6;58,5;RS1-040
16;11,7;58,5;RS1-040
16;11,5;58,5;RS1-040
16;11,7;60,5;RS1-040
16;11,0;59,0;RS1-040
16;11,1;62,0;RS1-040
16;11,3;60,0;RS1-040
16;11,4;60,5;RS1-040
16;11,3;59,0;RS1-040
16;11,2;59,0;RS1-040
16;12,0;58,5;RS1-040
16;10,6;60,5;RS1-040
16;11,3;58,5;RS1-040
16;11,2;57,5;RS1-040
16;11,1;58,0;RS1-040
16;11,2;57,5;RS1-040
16;11,5;57,0;RS1-040
16;10,4;58,5;RS1-040
16;10,5;59,0;RS1-040
16;10,5;57,5;RS1-040
16;10,7;56,5;RS1-040
16;10,8;55,5;RS1-040
16;11,5;56,5;RS1-040
16;10,6;58,0;RS1-040
16;10,9;58,5;RS1-040
16;10,8;58,0;RS1-040
17;10,9;57,5;RS1-040
17;11,2;56,5;RS1-040
17;10,9;58,0;RS1-040
17;11,1;55,0;RS1-040
17;10,6;57,5;RS1-040
17;11,4;58,0;RS1-040
17;12,1;56,5;RS1-040
17;10,8;59,0;RS1-040
17;10,9;58,0;RS1-040
17;11,2;58,0;RS1-040
17;11,0;58,5;RS1-040
17;10,9;58,0;RS1-040
17;11,0;57,5;RS1-040
17;11,5;58,0;RS1-040
17;11,7;57,5;RS1-040
17;11,4;57,5;RS1-040
17;11,6;58,0;RS1-040
17;11,7;58,5;RS1-040
17;11,7;56,5;RS1-040
17;11,7;55,5;RS1-040
17;12,0;57,0;RS1-040
16;12,1;57,5;RS1-050
16;12,0;58,0;RS1-050
16;12,2;57,5;RS1-050
16;12,3;57,5;RS1-050
16;12,2;57,5;RS1-050
16;12,4;58,5;RS1-050
16;12,2;59,0;RS1-050
16;12,3;60,0;RS1-050
16;12,3;58,5;RS1-050
16;12,1;58,0;RS1-050
16;12,0;57,5;RS1-050
16;11,9;57,0;RS1-050
16;11,6;58,5;RS1-050
16;10,9;59,5;RS1-050
16;11,7;59,5;RS1-050
16;11,0;58,0;RS1-050
16;11,0;59,0;RS1-050
16;11,1;58,0;RS1-050
16;11,9;60,5;RS1-050
16;10,7;59,0;RS1-050
16;10,5;59,5;RS1-050
16;10,9;58,5;RS1-050
16;11,5;57,5;RS1-050
16;11,6;55,5;RS1-050
16;11,9;56,5;RS1-050
16;10,6;58,5;RS1-050
16;11,0;60,0;RS1-050
16;11,3;57,0;RS1-050
17;11,7;55,5;RS1-050
17;12,0;54,0;RS1-050
17;12,1;56,0;RS1-050
17;12,2;54,0;RS1-050
17;11,7;56,5;RS1-050
17;12,4;55,0;RS1-050
17;12,1;55,5;RS1-050
17;11,6;57,0;RS1-050
17;11,5;57,0;RS1-050
17;12,0;55,5;RS1-050
17;11,7;57,5;RS1-050
17;11,4;56,5;RS1-050
17;11,6;56,5;RS1-050
17;12,2;54,0;RS1-050
17;12,1;55,0;RS1-050
17;12,2;55,0;RS1-050
17;12,1;56,0;RS1-050
17;12,2;55,0;RS1-050
17;12,4;55,0;RS1-050
17;12,3;55,0;RS1-050
17;12,4;56,5;RS1-050
16;11,3;57,5;RS1-060
16;11,1;58,5;RS1-060
16;11,3;59,0;RS1-060
16;11,4;57,5;RS1-060
16;10,9;58,5;RS1-060
16;11,6;58,5;RS1-060
16;11,4;60,0;RS1-060
16;11,6;59,5;RS1-060
16;11,5;57,5;RS1-060
16;10,9;57,0;RS1-060
16;10,9;57,5;RS1-060
16;10,8;58,0;RS1-060
16;11,0;59,5;RS1-060
16;10,7;58,0;RS1-060
16;10,7;58,0;RS1-060
16;10,5;58,0;RS1-060
16;10,4;58,5;RS1-060
16;10,7;57,0;RS1-060
16;10,6;56,5;RS1-060
16;10,3;58,0;RS1-060
16;10,1;58,0;RS1-060
16;10,6;57,0;RS1-060
16;10,5;56,5;RS1-060
16;10,9;56,0;RS1-060
16;10,8;56,5;RS1-060
16;10,3;57,0;RS1-060
16;9,9;57,5;RS1-060
16;10,3;58,0;RS1-060
17;10,5;56,5;RS1-060
17;10,9;54,0;RS1-060
17;10,7;55,5;RS1-060
17;11,0;56,5;RS1-060
17;10,8;57,5;RS1-060
17;11,4;56,5;RS1-060
17;10,6;56,5;RS1-060
17;10,5;58,5;RS1-060
17;10,6;58,5;RS1-060
17;11,2;55,5;RS1-060
17;10,5;56,5;RS1-060
17;10,5;58,0;RS1-060
17;10,4;57,5;RS1-060
17;10,9;55,0;RS1-060
17;10,8;56,0;RS1-060
17;11,2;57,0;RS1-060
17;10,7;57,5;RS1-060
17;11,1;56,0;RS1-060
17;11,0;56,0;RS1-060
17;11,1;57,0;RS1-060
17;11,1;57,0;RS1-060
16;11,8;55,0;RS1-070
16;11,2;56,5;RS1-070
16;11,6;57,5;RS1-070
16;11,5;57,0;RS1-070
16;10,8;57,5;RS1-070
16;12,1;58,0;RS1-070
16;11,3;58,5;RS1-070
16;12,2;59,0;RS1-070
16;11,6;57,0;RS1-070
16;11,3;56,5;RS1-070
16;11,1;56,5;RS1-070
16;11,0;58,5;RS1-070
16;11,7;57,0;RS1-070
16;11,5;56,5;RS1-070
16;10,9;57,5;RS1-070
16;11,0;58,0;RS1-070
16;11,3;55,5;RS1-070
16;11,2;55,5;RS1-070
16;10,9;55,5;RS1-070
16;11,4;58,5;RS1-070
16;11,0;55,5;RS1-070
16;11,1;55,0;RS1-070
16;10,8;55,5;RS1-070
16;11,3;56,5;RS1-070
16;11,8;53,5;RS1-070
16;11,4;55,0;RS1-070
16;10,9;56,0;RS1-070
16;10,5;58,0;RS1-070
17;11,0;55,0;RS1-070
17;11,2;54,0;RS1-070
17;11,0;54,0;RS1-070
17;11,4;57,0;RS1-070
17;11,0;57,0;RS1-070
17;11,9;55,5;RS1-070
17;11,0;55,5;RS1-070
17;10,5;59,0;RS1-070
17;10,7;57,0;RS1-070
17;12,1;54,5;RS1-070
17;10,8;55,5;RS1-070
17;10,3;58,0;RS1-070
17;10,9;55,5;RS1-070
17;11,4;53,5;RS1-070
17;11,3;54,0;RS1-070
17;11,9;57,0;RS1-070
17;10,6;56,5;RS1-070
17;11,5;55,5;RS1-070
17;11,4;55,0;RS1-070
17;11,2;57,0;RS1-070
17;11,7;55,0;RS1-070
16;11,5;59,0;RS1-080
16;10,6;60,0;RS1-080
16;11,0;60,5;RS1-080
16;10,9;61,5;RS1-080
16;10,4;61,5;RS1-080
16;11,9;61,0;RS1-080
16;11,1;62,0;RS1-080
16;11,9;63,0;RS1-080
16;11,5;60,5;RS1-080
16;10,9;60,0;RS1-080
16;10,7;60,5;RS1-080
16;10,4;61,5;RS1-080
16;10,9;62,5;RS1-080
16;11,4;61,0;RS1-080
16;10,7;60,5;RS1-080
16;10,4;60,5;RS1-080
16;10,7;61,0;RS1-080
16;10,9;58,5;RS1-080
16;10,6;58,5;RS1-080
16;11,0;62,0;RS1-080
16;10,5;61,0;RS1-080
16;10,8;58,5;RS1-080
16;10,4;58,5;RS1-080
16;10,7;59,0;RS1-080
16;11,1;58,5;RS1-080
16;11,0;59,5;RS1-080
16;10,2;60,0;RS1-080
16;9,9;61,0;RS1-080
17;10,6;59,5;RS1-080
17;10,8;57,5;RS1-080
17;10,8;57,0;RS1-080
17;11,0;60,0;RS1-080
17;11,2;59,5;RS1-080
17;12,0;58,5;RS1-080
17;10,6;59,0;RS1-080
17;10,2;61,5;RS1-080
17;10,2;62,0;RS1-080
17;11,8;59,0;RS1-080
17;10,3;59,0;RS1-080
17;10,1;60,5;RS1-080
17;10,4;60,5;RS1-080
17;10,9;57,5;RS1-080
17;10,9;57,5;RS1-080
17;11,4;60,5;RS1-080
17;10,6;61,0;RS1-080
17;10,9;59,0;RS1-080
17;10,9;59,0;RS1-080
17;10,8;59,5;RS1-080
17;11,2;60,5;RS1-080
16;11,2;59,5;RS1-090
16;10,7;60,0;RS1-090
16;10,3;61,5;RS1-090
16;10,6;61,5;RS1-090
16;11,4;59,5;RS1-090
16;11,1;62,0;RS1-090
16;10,6;61,5;RS1-090
16;11,6;63,0;RS1-090
16;11,3;59,0;RS1-090
16;10,3;60,5;RS1-090
16;9,8;61,0;RS1-090
16;9,7;62,5;RS1-090
16;10,4;63,0;RS1-090
16;10,9;62,5;RS1-090
16;10,0;61,0;RS1-090
16;9,8;61,5;RS1-090
16;10,2;61,5;RS1-090
16;10,1;59,0;RS1-090
16;10,1;59,0;RS1-090
16;10,7;63,0;RS1-090
16;10,1;61,0;RS1-090
16;10,2;58,5;RS1-090
16;9,8;59,0;RS1-090
16;10,1;59,5;RS1-090
16;10,5;59,0;RS1-090
16;10,4;61,0;RS1-090
16;9,5;61,0;RS1-090
16;9,3;62,0;RS1-090
17;10,1;60,0;RS1-090
17;9,9;58,0;RS1-090
17;10,0;58,0;RS1-090
17;10,3;62,0;RS1-090
17;11,2;59,5;RS1-090
17;11,4;58,5;RS1-090
17;9,8;60,0;RS1-090
17;9,3;62,5;RS1-090
17;9,7;61,5;RS1-090
17;11,2;60,0;RS1-090
17;9,8;59,5;RS1-090
17;9,3;61,5;RS1-090
17;9,7;61,5;RS1-090
17;10,1;58,0;RS1-090
17;10,1;58,0;RS1-090
17;10,8;62,0;RS1-090
17;10,1;61,0;RS1-090
17;10,1;59,0;RS1-090
17;10,2;60,0;RS1-090
17;10,1;60,5;RS1-090
17;10,7;60,5;RS1-090
16;12,2;56,8;RS1-180
16;12,0;57,8;RS1-180
16;12,0;56,8;RS1-180
16;12,0;57,1;RS1-180
16;12,1;57,6;RS1-180
16;12,0;58,3;RS1-180
16;12,2;58,7;RS1-180
16;11,6;59,7;RS1-180
16;12,1;57,6;RS1-180
16;12,1;57,2;RS1-180
16;11,9;56,9;RS1-180
16;11,9;57,3;RS1-180
16;11,9;58,4;RS1-180
16;11,3;58,5;RS1-180
16;11,3;59,1;RS1-180
16;11,3;57,4;RS1-180
16;11,2;57,3;RS1-180
16;11,2;56,8;RS1-180
16;11,7;58,0;RS1-180
16;11,0;58,0;RS1-180
16;10,8;58,2;RS1-180
16;11,0;56,9;RS1-180
16;11,2;57,3;RS1-180
16;11,5;55,8;RS1-180
16;11,9;55,2;RS1-180
16;10,9;57,6;RS1-180
16;10,8;59,1;RS1-180
16;11,0;57,3;RS1-180
17;11,4;55,6;RS1-180
17;11,8;54,1;RS1-180
17;11,6;56,7;RS1-180
17;11,9;55,0;RS1-180
17;11,4;57,0;RS1-180
17;11,7;55,2;RS1-180
17;11,8;55,6;RS1-180
17;11,5;57,0;RS1-180
17;11,5;56,8;RS1-180
17;12,0;54,7;RS1-180
17;11,5;58,0;RS1-180
17;11,1;57,5;RS1-180
17;11,2;56,9;RS1-180
17;11,9;54,1;RS1-180
17;11,9;55,4;RS1-180
17;11,9;54,8;RS1-180
17;12,0;55,8;RS1-180
17;12,1;54,1;RS1-180
17;12,2;53,4;RS1-180
17;12,3;54,2;RS1-180
17;12,3;55,6;RS1-180
16;12,0;56,7;RS1-190
16;11,7;58,4;RS1-190
16;11,4;58,4;RS1-190
16;11,7;58,0;RS1-190
16;11,8;58,4;RS1-190
16;12,1;58,8;RS1-190
16;11,7;60,2;RS1-190
16;12,0;58,8;RS1-190
16;11,4;58,2;RS1-190
16;0,0;6,8;RS1-190
16;11,1;59,4;RS1-190
16;11,5;59,1;RS1-190
16;11,5;59,5;RS1-190
16;11,3;58,4;RS1-190
16;11,2;58,7;RS1-190
16;11,1;58,2;RS1-190
16;11,3;56,0;RS1-190
16;11,3;55,8;RS1-190
16;11,3;59,7;RS1-190
16;10,9;58,4;RS1-190
16;11,1;56,2;RS1-190
16;11,1;56,5;RS1-190
16;11,3;56,0;RS1-190
16;11,7;54,9;RS1-190
16;11,4;58,4;RS1-190
16;10,6;58,0;RS1-190
16;10,5;59,0;RS1-190
17;10,9;56,7;RS1-190
17;11,3;54,5;RS1-190
17;11,3;54,7;RS1-190
17;11,7;57,8;RS1-190
17;11,7;58,6;RS1-190
17;12,0;57,1;RS1-190
17;11,2;57,8;RS1-190
17;10,8;59,8;RS1-190
17;10,9;58,0;RS1-190
17;12,0;57,1;RS1-190
17;10,9;58,0;RS1-190
17;10,7;58,9;RS1-190
17;10,8;57,3;RS1-190
17;11,4;54,7;RS1-190
17;11,5;54,8;RS1-190
17;11,7;58,6;RS1-190
17;11,3;6,8;RS1-190
17;11,4;56,9;RS1-190
17;11,4;57,6;RS1-190
17;11,4;57,7;RS1-190
17;11,7;56,9;RS1-190
16;10,9;59,5;RS1-002
16;10,7;60,0;RS1-002
16;10,7;60,0;RS1-002
16;11,4;61,5;RS1-002
16;10,9;60,0;RS1-002
16;10,7;60,5;RS1-002
16;10,7;61,0;RS1-002
16;11,7;62,5;RS1-002
16;10,6;60,5;RS1-002
16;10,5;60,0;RS1-002
16;10,6;59,0;RS1-002
16;11,8;59,0;RS1-002
16;10,4;60,0;RS1-002
16;10,4;59,0;RS1-002
16;10,5;58,0;RS1-002
16;11,5;58,0;RS1-002
16;11,7;57,0;RS1-002
16;11,8;55,5;RS1-002
16;11,4;55,5;RS1-002
16;11,6;56,5;RS1-002
16;11,5;56,0;RS1-002
16;11,4;55,0;RS1-002
16;11,4;54,0;RS1-002
16;11,9;54,5;RS1-002
16;10,1;57,5;RS1-002
16;10,1;58,0;RS1-002
16;10,2;57,5;RS1-002
17;11,3;56,5;RS1-002
17;11,8;55,5;RS1-002
17;11,6;54,5;RS1-002
17;11,8;54,5;RS1-002
17;11,6;56,5;RS1-002
17;11,3;55,5;RS1-002
17;10,4;57,5;RS1-002
17;10,4;57,5;RS1-002
17;11,4;57,5;RS1-002
17;11,8;56,5;RS1-002
17;11,2;56,0;RS1-002
17;11,0;56,0;RS1-002
17;11,3;56,5;RS1-002
17;11,7;56,0;RS1-002
17;10,5;57,0;RS1-002
17;10,7;57,0;RS1-002
17;11,7;57,5;RS1-002
17;11,9;57,0;RS1-002
17;11,9;55,5;RS1-002
17;11,9;54,5;RS1-002
17;11,5;55,5;RS1-002
16;11,4;59,0;RS1-010
16;11,2;60,0;RS1-010
16;11,1;60,0;RS1-010
16;11,3;60,0;RS1-010
16;11,3;59,5;RS1-010
16;11,2;60,5;RS1-010
16;11,2;60,5;RS1-010
16;11,5;61,5;RS1-010
16;11,7;59,5;RS1-010
16;11,7;57,5;RS1-010
16;11,7;57,0;RS1-010
16;12,1;59,5;RS1-010
16;11,0;59,0;RS1-010
16;10,9;59,0;RS1-010
16;10,9;59,0;RS1-010
16;11,4;60,5;RS1-010
16;11,1;59,0;RS1-010
16;11,1;58,5;RS1-010
16;10,9;58,5;RS1-010
16;11,5;60,5;RS1-010
16;10,8;59,0;RS1-010
16;10,8;58,5;RS1-010
16;10,9;57,5;RS1-010
16;11,8;58,5;RS1-010
16;10,6;58,5;RS1-010
16;10,6;58,5;RS1-010
16;10,6;58,0;RS1-010
17;11,5;59,5;RS1-010
17;11,7;57,0;RS1-010
17;11,5;56,5;RS1-010
17;11,6;56,0;RS1-010
17;11,4;58,5;RS1-010
17;12,0;57,0;RS1-010
17;10,8;58,0;RS1-010
17;10,9;58,0;RS1-010
17;10,9;60,0;RS1-010
17;11,2;58,5;RS1-010
17;10,6;59,0;RS1-010
17;10,6;59,0;RS1-010
17;10,8;61,0;RS1-010
17;11,3;58,0;RS1-010
17;10,7;58,0;RS1-010
17;10,8;58,5;RS1-010
17;11,0;60,0;RS1-010
17;11,2;59,0;RS1-010
17;11,2;59,0;RS1-010
17;11,2;58,0;RS1-010
17;11,5;59,0;RS1-010
16;11,9;58,0;RS1-020
16;11,3;57,5;RS1-020
16;11,2;57,0;RS1-020
16;11,4;56,5;RS1-020
16;11,6;56,5;RS1-020
16;11,5;56,5;RS1-020
16;11,7;56,5;RS1-020
16;11,6;57,0;RS1-020
16;11,7;57,5;RS1-020
16;11,5;56,5;RS1-020
16;11,5;56,0;RS1-020
16;12,2;58,0;RS1-020
16;11,4;58,0;RS1-020
16;11,1;57,5;RS1-020
16;11,0;56,5;RS1-020
16;11,1;57,5;RS1-020
16;11,5;57,0;RS1-020
16;11,4;56,5;RS1-020
16;11,2;56,0;RS1-020
16;11,2;57,0;RS1-020
16;11,4;57,0;RS1-020
16;11,2;56,0;RS1-020
16;11,3;55,0;RS1-020
16;11,5;56,0;RS1-020
16;11,0;57,0;RS1-020
16;10,9;57,5;RS1-020
16;10,8;57,5;RS1-020
17;11,2;57,0;RS1-020
17;11,8;55,5;RS1-020
17;11,4;56,0;RS1-020
17;11,7;55,5;RS1-020
17;11,3;57,0;RS1-020
17;12,1;56,5;RS1-020
17;11,1;57,0;RS1-020
17;11,1;57,5;RS1-020
17;11,2;57,5;RS1-020
17;12,0;56,5;RS1-020
17;11,0;58,0;RS1-020
17;10,8;58,0;RS1-020
17;10,9;58,0;RS1-020
17;11,9;56,5;RS1-020
17;11,1;57,0;RS1-020
17;11,1;57,0;RS1-020
17;11,4;58,0;RS1-020
17;11,9;57,5;RS1-020
17;11,7;57,0;RS1-020
17;11,8;56,5;RS1-020
17;11,9;57,0;RS1-020
16;11,9;56,0;RS1-030
16;11,8;56,0;RS1-030
